eregistry_key,irn,Levels,Key1,Key2,Key3,Key4,Key5,Key6,Key7,Key8,Key9,Key10,Value,SummaryData,AdmImportIdentifier,AdmInsertedBy,AdmDateInserted,AdmTimeInserted,AdmDateModified,AdmTimeModified,AdmModifiedBy,OwnerId,AdmPublishWebNoPassword,AdmPublishWebPassword,SecRecordStatus,AdmSystemIdentifier
1713,2396,6,"Group","Education Collections Manager","Table","eaccessionlots","Column Access","Default","","","","","dvQuery;duQuery;dvDisplay;dvInsert;duInsert;dvEdit;duEdit","Group|Education Collections Manager|Table|eaccessionlots|Column Access|Default|dvQuery;duQuery;dvDisplay;dvInsert;duInsert;dvEdit;duEdit","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1714,2397,5,"Group","Education Collections Manager","Table","eaccessionlots","Operations","","","","","","daDisplay;daEdit;daInsert;daQuery;daReport","Group|Education Collections Manager|Table|eaccessionlots|Operations|daDisplay;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1715,204164,6,"Group","Education Collections Manager","Table","ecatalogue","Column Access","CatCatalogNumber","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","Group|Education Collections Manager|Table|ecatalogue|Column Access|CatCatalogNumber|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Melissa Bechhoefer",2022-05-10,"08:45:24",2022-05-10,"08:52:21","Melissa Bechhoefer","mbechhoefer","No","No","",""
1716,58888,6,"Group","Education Collections Manager","Table","ecatalogue","Column Access","LocCurrentLocation","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","Group|Education Collections Manager|Table|ecatalogue|Column Access|LocCurrentLocation|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-12,"13:00:03",2018-12-12,"13:00:17","Sam Schiller","emu","No","No","",""
1717,96393,5,"Group","Education Collections Manager","Table","ecatalogue","Ditto Skip Columns","","","","","","CatCatalogNumber;AllMedTab;AdmDateInserted;AdmDateModified;AdmInsertedBy;AdmModifiedBy;AdmTimeInserted;AdmTimeModified;MulTitle;MulMimeFormat;MulIdentifier;MulMimeType;MulDescription;MulMultiMediaRef_tab;Multimedia","Group|Education Collections Manager|Table|ecatalogue|Ditto Skip Columns|CatCatalogNumber;AllMedTab;AdmDateInserted;AdmDateModified;AdmInsertedBy;AdmModifiedBy;AdmTimeInserted;AdmTimeModified;MulTitle;MulMimeFormat;MulIdentifier;MulMimeType;MulDescription;MulMultiMediaRef_tab;Multimedia","","Sam Schiller",2019-08-15,"10:46:06",2019-08-15,"10:47:27","Sam Schiller","sschiller","No","No","",""
1718,3201,6,"Group","Education Collections Manager","Table","ecatalogue","Insert Defaults","Base Defaults","","","","","CatDepartment=Education Collections","Group|Education Collections Manager|Table|ecatalogue|Insert Defaults|Base Defaults|CatDepartment=Education Collections","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1719,158240,6,"Group","Education Collections Manager","Table","ecatalogue","Insert Defaults","Base Defaults","","","","","CatDepartment=Education Collections","Group|Education Collections Manager|Table|ecatalogue|Insert Defaults|Base Defaults|CatDepartment=Education Collections","","Sam Schiller",2020-08-06,"11:02:15",2020-08-06,"11:02:30","Sam Schiller","sschiller","No","No","",""
1720,2398,5,"Group","Education Collections Manager","Table","ecatalogue","Insert Tab Order Selected","","","","","","Education Collections","Group|Education Collections Manager|Table|ecatalogue|Insert Tab Order Selected|Education Collections","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1721,96617,6,"Group","Education Collections Manager","Table","ecatalogue","List Columns","Ed Col Synthesis View","","","","","SummaryData=100;CatAccessionLot_tab=100;MarNumber_tab=100;CatPreparationType_tab=100#17","Group|Education Collections Manager|Table|ecatalogue|List Columns|Ed Col Synthesis View|SummaryData=100;CatAccessionLot_tab=100;MarNumber_tab=100;CatPreparationType_tab=100#17","","Evelyn Busch",2019-08-16,"09:15:31",2019-08-16,"09:15:31","Evelyn Busch","ebusch","","","",""
1722,298272,6,"Group","Education Collections Manager","Table","ecatalogue","List Columns","Education Collections HS","","","","","CatCatalogNumber=110;EduObjectName=201;EduCount=100;CatPreparationType_tab=201;EduObjectNature=48;LocCurrentLocation=433;LocDateMoved=201;LocRequestedByHistory_tab=100;LocRequestedBy=100;CatOtherNumbersValue_tab=134;CatSite=197;LocDmnsPermanentLocation_tab=100#17","Group|Education Collections Manager|Table|ecatalogue|List Columns|Education Collections HS|CatCatalogNumber=110;EduObjectName=201;EduCount=100;CatPreparationType_tab=201;EduObjectNature=48;LocCurrentLocation=433;LocDateMoved=201;LocRequestedByHistory_tab=100;LocRequestedBy=100;CatOtherNumbersValue_tab=134;CatSite=197;LocDmnsPermanentLocation_tab=100#17","","Melissa Bechhoefer",2025-07-17,"15:42:29",2025-07-17,"15:42:29","Melissa Bechhoefer","mbechhoefer","","","",""
1723,4618,6,"Group","Education Collections Manager","Table","ecatalogue","List Columns","EduColView","","","","","CatCatalogNumber=118;EduObjectName=118;EduObjectNature=118;CatSite=118;LocCurrentLocation=118#17","Group|Education Collections Manager|Table|ecatalogue|List Columns|EduColView|CatCatalogNumber=118;EduObjectName=118;EduObjectNature=118;CatSite=118;LocCurrentLocation=118#17","","emu",2018-01-16,"21:18:05",2018-01-16,"21:18:05","emu","rbusch","","","",""
1724,96696,6,"Group","Education Collections Manager","Table","ecatalogue","List Columns","Space Odyssey Work View","","","","","SummaryData=100;CatAccessionLot_tab=100;LocCurrentLocation=100#17","Group|Education Collections Manager|Table|ecatalogue|List Columns|Space Odyssey Work View|SummaryData=100;CatAccessionLot_tab=100;LocCurrentLocation=100#17","","Evelyn Busch",2019-08-16,"11:43:36",2019-08-16,"11:43:36","Evelyn Busch","ebusch","","","",""
1725,4619,6,"Group","Education Collections Manager","Table","ecatalogue","Mandatory","EduObjectName","","","","","True","Group|Education Collections Manager|Table|ecatalogue|Mandatory|EduObjectName|True","","emu",2018-01-16,"21:18:05",2018-01-16,"21:18:05","emu","rbusch","","","",""
1726,2399,5,"Group","Education Collections Manager","Table","ecatalogue","Query Tab Order Selected","","","","","","Education Collections","Group|Education Collections Manager|Table|ecatalogue|Query Tab Order Selected|Education Collections","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1727,99242,6,"Group","Education Collections Manager","Table","ecatalogue","Report","EdCollx Textiles","","","","","Crystal#SummaryData;LocCurrentLocationRef.elocations.SummaryData;Group1=[MulMultiMediaRef_tab.emultimedia.Multimedia]##-1#EdCollx Textiles.rpt#--first-image --delim-windows#","Group|Education Collections Manager|Table|ecatalogue|Report|EdCollx Textiles|Crystal#SummaryData;LocCurrentLocationRef.elocations.SummaryData;Group1=[MulMultiMediaRef_tab.emultimedia.Multimedia]##-1#EdCollx Textiles.rpt#--first-image --delim-windows#","","Evelyn Busch",2019-08-30,"09:27:04",2019-08-30,"09:27:04","Evelyn Busch","ebusch","","","",""
1728,4620,6,"Group","Education Collections Manager","Table","ecatalogue","Report","Education Collections Educator Support Report","","","","","Crystal#CatCatalogNumber;EduObjectName;CatLocalityRef_tab.ecollectionevents.SummaryData;NteText0;NteType_tab;IdeTaxonRef_tab.etaxonomy.SummaryData;CulManufactCulture_nesttab&CulManufactCulture_tab;GeoRockType;GeoHardness;NotNotes##-1#Educator Support Report[3].rpt#","Group|Education Collections Manager|Table|ecatalogue|Report|Education Collections Educator Support Report|Crystal#CatCatalogNumber;EduObjectName;CatLocalityRef_tab.ecollectionevents.SummaryData;NteText0;NteType_tab;IdeTaxonRef_tab.etaxonomy.SummaryData;CulManufactCulture_nesttab&CulManufactCulture_tab;GeoRockType;GeoHardness;NotNotes##-1#Educator Support Report[3].rpt#","","emu",2018-01-16,"21:18:05",2018-01-16,"21:18:05","emu","rbusch","","","",""
1729,4622,6,"Group","Education Collections Manager","Table","ecatalogue","Shortcut List","Education Collections Shortcuts","","","","","CatCatalogNumber;EduCollectionType;EduObjectName;ComName_tab;IdeTaxon_tab;EduObjectNature;CulManufactCultureRecent_tab;LocCurrentLocationHistory_tab;CatSite;TasTask_tab#17","Group|Education Collections Manager|Table|ecatalogue|Shortcut List|Education Collections Shortcuts|CatCatalogNumber;EduCollectionType;EduObjectName;ComName_tab;IdeTaxon_tab;EduObjectNature;CulManufactCultureRecent_tab;LocCurrentLocationHistory_tab;CatSite;TasTask_tab#17","","emu",2018-01-16,"21:18:05",2018-01-16,"21:18:05","emu","rbusch","","","",""
1730,4990,6,"Group","Education Collections Manager","Table","ecatalogue","Shortcut List","Zoology basics","","","","","CatCatalogNumber;SecDepartment_tab;CatCollectionName_tab;CatSite;IdeTaxon_tab;MarNumber_tab;MarNumberSource_tab#17","Group|Education Collections Manager|Table|ecatalogue|Shortcut List|Zoology basics|CatCatalogNumber;SecDepartment_tab;CatCollectionName_tab;CatSite;IdeTaxon_tab;MarNumber_tab;MarNumberSource_tab#17","","emu",2018-01-16,"21:18:05",2018-01-16,"21:18:05","emu","sschiller","","","",""
1731,96701,6,"Group","Education Collections Manager","Table","ecatalogue","Sort","Education Collections Location Sort","","","","","LocCurrentLocationRef;--wordbased","Group|Education Collections Manager|Table|ecatalogue|Sort|Education Collections Location Sort|LocCurrentLocationRef;--wordbased","","Evelyn Busch",2019-08-16,"11:44:25",2019-08-16,"11:44:25","Evelyn Busch","ebusch","","","",""
1732,201671,6,"Group","Education Collections Manager","Table","ecatalogue","Sort","Object ID","","","","","IdeObjectIdentification_tab;LocCurrentLocationRef;CatCatalogNumber;--wordbased","Group|Education Collections Manager|Table|ecatalogue|Sort|Object ID|IdeObjectIdentification_tab;LocCurrentLocationRef;CatCatalogNumber;--wordbased","","Melissa Bechhoefer",2022-03-04,"11:46:05",2022-03-04,"11:46:05","Melissa Bechhoefer","mbechhoefer","","","",""
1733,201674,6,"Group","Education Collections Manager","Table","ecatalogue","Sort","Object Name","","","","","EduObjectName;CatCatalogNumber;--wordbased","Group|Education Collections Manager|Table|ecatalogue|Sort|Object Name|EduObjectName;CatCatalogNumber;--wordbased","","Melissa Bechhoefer",2022-03-04,"11:54:36",2022-03-04,"11:54:36","Melissa Bechhoefer","mbechhoefer","","","",""
1734,2401,6,"Group","Education Collections Manager","Table","ecatalogue","Tabs","Default","","","","","AllEduTab;AllCatAntTab;AllObjDesTab;AllIdeTab;AllObjCulTab;AllLoc2Tab;AllDatTab;AllSta1Tab;AllSta2Tab;AllCatBotTab;AllBotTab;AllCatMarTab;AllMarTab;AllCatTerTab;AllTerTab;AllCatVerTab;AllMamTab;AllOrnTab;AllNesTab;AllHerTab;AllIchTab;AllCatGeoTab;AllGeoTab;AllCatPalTab;AllPalBotTab;AllCatInpTab;AllPalInvTab;AllCatVtpTab;AllPalVrtTab;AllCatHsTab;AllHSTab;AllCatScInstTab;AllColTab;AllDetTab;AllTaxCurrentTab;AllAnaTab;AllVouTab;AllTisTab;AllGenTab;AllVerLTab;AllMeaTab;AllLocDmnsTab;AllRelTab;AllParTab;AllAssTab;AllLegTab;AllLoaTab;AllConTab;AllHisTab;AllEAD1Tab;AllEAD2Tab;AllArvTab;AllEAD3Tab;AllEAD4Tab;AllEAD5Tab;AllEAD6Tab;AllSADG2Tab;AllSADG3Tab;AllEAD7Tab;AllEAD8Tab;AllTasTab;AllNteTab;AllMedTab;AllMmDetTab;AllSecTab;AllAdtTab;AllAdmTab;QryEduTab;QryCatAntTab;QryObjDesTab;QryIdeTab;QryObjCulTab;QryLoc2Tab;QryDatTab;QryStaTab;QryCatBotTab;QryBotTab;QryCatMarTab;QryMarTab;QryCatTerTab;QryTerTab;QryCatVerTab;QryMamTab;QryOrnTab;QryNesTab;QryHerTab;QryIchTab;QryCatGeoTab;QryGeoTab;QryCatPalTab;QryPalBotTab;QryCatInpTab;QryPalInvTab;QryCatVtpTab;QryPalVrtTab;QryCatHsTab;QryHSTab;QryCatScInstTab;QryColTab;QryDetTab;QryTaxCurrentTab;QryAnaTab;QryVouTab;QryTisTab;QryGenTab;QryVerLTab;QryMeaTab;QryLocDmnsTab;QryAssTab;QryLegTab;QryLoaTab;QryConTab;QryHisTab;QryEAD1Tab;QryEAD2Tab;QryEAD3Tab;QryEAD4Tab;QryEAD5Tab;QryEAD6Tab;QrySADG2Tab;QrySADG3Tab;QryEAD7Tab;QryEAD8Tab;QryTasTab;QryNteTab;QryMedTab;QryMmDetTab;QrySecTab;QryAdtTab;QryAdmTab;AllEveTab;QryEveTab","Group|Education Collections Manager|Table|ecatalogue|Tabs|Default|AllEduTab;AllCatAntTab;AllObjDesTab;AllIdeTab;AllObjCulTab;AllLoc2Tab;AllDatTab;AllSta1Tab;AllSta2Tab;AllCatBotTab;AllBotTab;AllCatMarTab;AllMarTab;AllCatTerTab;AllTerTab;AllCatVerTab;AllMamTab;AllOrnTab;AllNesTab;AllHerTab;AllIchTab;AllCatGeoTab;AllGeoTab;AllCatPalTab;AllPalBotTab;AllCatInpTab;AllPalInvTab;AllCatVtpTab;AllPalVrtTab;AllCatHsTab;AllHSTab;AllCatScInstTab;AllColTab;AllDetTab;AllTaxCurrentTab;AllAnaTab;AllVouTab;AllTisTab;AllGenTab;AllVerLTab;AllMeaTab;AllLocDmnsTab;AllRelTab;AllParTab;AllAssTab;AllLegTab;AllLoaTab;AllConTab;AllHisTab;AllEAD1Tab;AllEAD2Tab;AllArvTab;AllEAD3Tab;AllEAD4Tab;AllEAD5Tab;AllEAD6Tab;AllSADG2Tab;AllSADG3Tab;AllEAD7Tab;AllEAD8Tab;AllTasTab;AllNteTab;AllMedTab;AllMmDetTab;AllSecTab;AllAdtTab;AllAdmTab;QryEduTab;QryCatAntTab;QryObjDesTab;QryIdeTab;QryObjCulTab;QryLoc2Tab;QryDatTab;QryStaTab;QryCatBotTab;QryBotTab;QryCatMarTab;QryMarTab;QryCatTerTab;QryTerTab;QryCatVerTab;QryMamTab;QryOrnTab;QryNesTab;QryHerTab;QryIchTab;QryCatGeoTab;QryGeoTab;QryCatPalTab;QryPalBotTab;QryCatInpTab;QryPalInvTab;QryCatVtpTab;QryPalVrtTab;QryCatHsTab;QryHSTab;QryCatScInstTab;QryColTab;QryDetTab;QryTaxCurrentTab;QryAnaTab;QryVouTab;QryTisTab;QryGenTab;QryVerLTab;QryMeaTab;QryLocDmnsTab;QryAssTab;QryLegTab;QryLoaTab;QryConTab;QryHisTab;QryEAD1Tab;QryEAD2Tab;QryEAD3Tab;QryEAD4Tab;QryEAD5Tab;QryEAD6Tab;QrySADG2Tab;QrySADG3Tab;QryEAD7Tab;QryEAD8Tab;QryTasTab;QryNteTab;QryMedTab;QryMmDetTab;QrySecTab;QryAdtTab;QryAdmTab;AllEveTab;QryEveTab","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1735,2402,6,"Group","Education Collections Manager","Table","econdition","Column Access","Default","","","","","dvDisplay;dvQuery;duQuery","Group|Education Collections Manager|Table|econdition|Column Access|Default|dvDisplay;dvQuery;duQuery","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1736,2403,5,"Group","Education Collections Manager","Table","econdition","Operations","","","","","","daDisplay;daQuery;daReport","Group|Education Collections Manager|Table|econdition|Operations|daDisplay;daQuery;daReport","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1737,2404,6,"Group","Education Collections Manager","Table","econservation","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","Group|Education Collections Manager|Table|econservation|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","emu",2018-01-16,"21:18:02",2021-01-26,"12:55:59","Sam Schiller","emu","","","",""
1738,2405,5,"Group","Education Collections Manager","Table","econservation","Operations","","","","","","daDelete;daDisplay;daEdit;daInsert;daQuery;daReport","Group|Education Collections Manager|Table|econservation|Operations|daDelete;daDisplay;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:02",2021-01-26,"12:49:27","Sam Schiller","emu","","","",""
1739,158243,6,"Group","Education Collections Manager","Table","eevents","Insert Defaults","Base Defaults","","","","","SecDepartment_tab=Education Collections","Group|Education Collections Manager|Table|eevents|Insert Defaults|Base Defaults|SecDepartment_tab=Education Collections","","Sam Schiller",2020-08-06,"11:04:53",2020-08-06,"11:11:12","Sam Schiller","sschiller","No","No","",""
1740,238385,6,"Group","Education Collections Manager","Table","eevents","List Columns","Events","","","","","EveTypeOfEvent=100;EveEventTitle=100;SecDepartment_tab=100;DatCommencementDate=100;DatCompletionDate=100;TasCompletionDate0=100#17","Group|Education Collections Manager|Table|eevents|List Columns|Events|EveTypeOfEvent=100;EveEventTitle=100;SecDepartment_tab=100;DatCommencementDate=100;DatCompletionDate=100;TasCompletionDate0=100#17","","Melissa Bechhoefer",2023-06-26,"11:28:34",2023-06-26,"11:28:34","Melissa Bechhoefer","mbechhoefer","","","",""
1741,4623,6,"Group","Education Collections Manager","Table","eevents","Report","Education Collections Director's Event Report","","","","","Crystal#EveTypeOfEvent;EveInternalOrExternalEvent;EveEventTitle;EveEventDescription;@StaEndDate0;@StaStartDate0;@StaStatisticType_tab##-1#Director Report.rpt#","Group|Education Collections Manager|Table|eevents|Report|Education Collections Director's Event Report|Crystal#EveTypeOfEvent;EveInternalOrExternalEvent;EveEventTitle;EveEventDescription;@StaEndDate0;@StaStartDate0;@StaStatisticType_tab##-1#Director Report.rpt#","","emu",2018-01-16,"21:18:05",2018-01-16,"21:18:05","emu","rbusch","","","",""
1742,113750,6,"Group","Education Collections Manager","Table","eevents","Report","Education Collections Event Report - November 2019","","","","","Crystal#EveTypeOfEvent;EveEventTitle;EveMasterEventRef.eevents.SummaryData;ObjAttachedObjectsRef_tab.ecatalogue.(LocCurrentLocationRef.elocations.SummaryData,SummaryData)##-1#2019 Education Collections Event Report22.rpt##","Group|Education Collections Manager|Table|eevents|Report|Education Collections Event Report - November 2019|Crystal#EveTypeOfEvent;EveEventTitle;EveMasterEventRef.eevents.SummaryData;ObjAttachedObjectsRef_tab.ecatalogue.(LocCurrentLocationRef.elocations.SummaryData,SummaryData)##-1#2019 Education Collections Event Report22.rpt##","","Evelyn Busch",2019-11-05,"14:44:10",2019-11-05,"14:44:10","Evelyn Busch","ebusch","","","",""
1743,160870,6,"Group","Education Collections Manager","Table","eevents","Report","Education Collections Facilitator's Report","","","","","Crystal#EveEventTitle;Group1=[ObjAttachedObjectsRef_tab.ecatalogue.(EduAccessibility,EduObjectName,CatLocalityRef_tab.ecollectionevents.SummaryData,NotNotes,MulMultiMediaRef_tab.emultimedia.Multimedia,EduObjectNature,CatCatalogNumber)]##-1#Facilitator Report.rpt#--first-image --delim-windows#","Group|Education Collections Manager|Table|eevents|Report|Education Collections Facilitator's Report|Crystal#EveEventTitle;Group1=[ObjAttachedObjectsRef_tab.ecatalogue.(EduAccessibility,EduObjectName,CatLocalityRef_tab.ecollectionevents.SummaryData,NotNotes,MulMultiMediaRef_tab.emultimedia.Multimedia,EduObjectNature,CatCatalogNumber)]##-1#Facilitator Report.rpt#--first-image --delim-windows#","","Evelyn Busch",2020-08-27,"14:43:55",2020-08-27,"14:43:55","Evelyn Busch","ebusch","","","",""
1744,4626,6,"Group","Education Collections Manager","Table","eevents","Tabs","default","","","","","AllAttTab;QryAttTab;AllStaTab;QryStaTab;AllFinTab;QryFinTab;AllTasTab;QryTasTab;AllNotTab;QryNotTab;AllMedTab;QryMedTab;AllSecTab;QrySecTab;AllAdmTab;QryAdmTab;QryObjTab;AllEveTab;QryEveTab;AllDatTab;QryDatTab","Group|Education Collections Manager|Table|eevents|Tabs|default|AllAttTab;QryAttTab;AllStaTab;QryStaTab;AllFinTab;QryFinTab;AllTasTab;QryTasTab;AllNotTab;QryNotTab;AllMedTab;QryMedTab;AllSecTab;QrySecTab;AllAdmTab;QryAdmTab;QryObjTab;AllEveTab;QryEveTab;AllDatTab;QryDatTab","","emu",2018-01-16,"21:18:05",2018-01-16,"21:18:05","emu","rbusch","","","",""
1745,2407,6,"Group","Education Collections Manager","Table","egazetteer","Column Access","Default","","","","","dvDisplay;dvQuery;duQuery","Group|Education Collections Manager|Table|egazetteer|Column Access|Default|dvDisplay;dvQuery;duQuery","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1746,2408,5,"Group","Education Collections Manager","Table","egazetteer","Operations","","","","","","daDisplay;daQuery;daReport","Group|Education Collections Manager|Table|egazetteer|Operations|daDisplay;daQuery;daReport","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1747,2409,6,"Group","Education Collections Manager","Table","einternal","Column Access","Default","","","","","dvDisplay;dvQuery;duQuery","Group|Education Collections Manager|Table|einternal|Column Access|Default|dvDisplay;dvQuery;duQuery","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1748,2410,5,"Group","Education Collections Manager","Table","einternal","Operations","","","","","","daDisplay;daQuery;daReport","Group|Education Collections Manager|Table|einternal|Operations|daDisplay;daQuery;daReport","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1749,2411,6,"Group","Education Collections Manager","Table","eloans","Column Access","Default","","","","","dvQuery;duQuery;dvDisplay;dvInsert;duInsert;dvEdit;duEdit","Group|Education Collections Manager|Table|eloans|Column Access|Default|dvQuery;duQuery;dvDisplay;dvInsert;duInsert;dvEdit;duEdit","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1750,158259,6,"Group","Education Collections Manager","Table","eloans","Insert Defaults","Base Defaults","","","","","LoaDmnsDepartment_tab=Education Collections","Group|Education Collections Manager|Table|eloans|Insert Defaults|Base Defaults|LoaDmnsDepartment_tab=Education Collections","","Sam Schiller",2020-08-06,"11:08:32",2020-08-11,"16:39:49","Sam Schiller","sschiller","No","No","",""
1751,2412,5,"Group","Education Collections Manager","Table","eloans","Operations","","","","","","daDisplay;daEdit;daInsert;daQuery;daReport;daDittoAll","Group|Education Collections Manager|Table|eloans|Operations|daDisplay;daEdit;daInsert;daQuery;daReport;daDittoAll","","emu",2018-01-16,"21:18:02",2019-07-10,"11:56:17","Sam Schiller","emu","","","",""
1752,78816,6,"Group","Education Collections Manager","Table","eloans","Report","Education Collections Loan Report 2019","","","","","Crystal#InfLoanNumber;Group1=[InfBorrowerLenderRef.eparties.SummaryData,InfBorrowerLenderRole];Group2=[LoaDmnsPartyRef_tab.eparties.SummaryData,LoaDmnsRole_tab];LoaDmnsLoanDescription0;DatLoanCommencementDate;DatLoanDueDate;Group3=[ObjObjectsLoanedRef_tab.ecatalogue.(SummaryData,MulMultiMediaRef_tab.emultimedia.Multimedia,LocCurrentLocationRef.elocations.SummaryData)]##-1#Education Collections Loan Report 2019.rpt#--first-image --delim-windows#","Group|Education Collections Manager|Table|eloans|Report|Education Collections Loan Report 2019|Crystal#InfLoanNumber;Group1=[InfBorrowerLenderRef.eparties.SummaryData,InfBorrowerLenderRole];Group2=[LoaDmnsPartyRef_tab.eparties.SummaryData,LoaDmnsRole_tab];LoaDmnsLoanDescription0;DatLoanCommencementDate;DatLoanDueDate;Group3=[ObjObjectsLoanedRef_tab.ecatalogue.(SummaryData,MulMultiMediaRef_tab.emultimedia.Multimedia,LocCurrentLocationRef.elocations.SummaryData)]##-1#Education Collections Loan Report 2019.rpt#--first-image --delim-windows#","","Evelyn Busch",2019-05-15,"12:18:10",2019-05-15,"12:18:10","Evelyn Busch","ebusch","","","",""
1753,104772,5,"Group","Education Collections Manager","Table","elocations","Operations","","","","","","daDefaults;daDelete;daDesign;daDisplay;daDittoAll;daEdit;daEditHelp;daEditQuery;daExport;daImport;daInsert;daMerge;daQuery;daRecall;daReplace;daReport;daSecurity;daTemplates","Group|Education Collections Manager|Table|elocations|Operations|daDefaults;daDelete;daDesign;daDisplay;daDittoAll;daEdit;daEditHelp;daEditQuery;daExport;daImport;daInsert;daMerge;daQuery;daRecall;daReplace;daReport;daSecurity;daTemplates","","Sam Schiller",2019-09-24,"09:57:48",2019-09-24,"09:59:29","Sam Schiller","emu","No","No","",""
1754,2413,6,"Group","Education Collections Manager","Table","eregistry","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;dvQuery;duQuery","Group|Education Collections Manager|Table|eregistry|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1755,4627,6,"Group","Education Collections Manager","Table","eregistry","List Columns","Education Collections Registry View","","","","","Key1=100;Key2=100;Key3=100;Key4=100;Key5=100;Key6=100;Key7=100;Key8=100;Key9=100;Value=100;irn=100#17","Group|Education Collections Manager|Table|eregistry|List Columns|Education Collections Registry View|Key1=100;Key2=100;Key3=100;Key4=100;Key5=100;Key6=100;Key7=100;Key8=100;Key9=100;Value=100;irn=100#17","","emu",2018-01-16,"21:18:05",2018-01-16,"21:18:05","emu","rbusch","","","",""
1756,4062,6,"Group","Education Collections Manager","Table","eregistry","List Columns","Keys","","","","","Key1=100;Key2=100;Key3=100;Key4=100;Key5=100;Key6=100;Key7=100;Key8=100;Key9=100#17","Group|Education Collections Manager|Table|eregistry|List Columns|Keys|Key1=100;Key2=100;Key3=100;Key4=100;Key5=100;Key6=100;Key7=100;Key8=100;Key9=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","mbechhoefer","","","",""
1757,2414,5,"Group","Education Collections Manager","Table","eregistry","Operations","","","","","","daDisplay;daEdit;daInsert;daQuery;daReport","Group|Education Collections Manager|Table|eregistry|Operations|daDisplay;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1758,2415,6,"Group","Education Collections Manager","Table","erights","Column Access","Default","","","","","dvQuery;duQuery;dvDisplay;dvInsert;duInsert;dvEdit;duEdit","Group|Education Collections Manager|Table|erights|Column Access|Default|dvQuery;duQuery;dvDisplay;dvInsert;duInsert;dvEdit;duEdit","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1759,2416,5,"Group","Education Collections Manager","Table","erights","Operations","","","","","","daDisplay;daEdit;daInsert;daQuery;daReport","Group|Education Collections Manager|Table|erights|Operations|daDisplay;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1760,158257,6,"Group","Education Collections Manager","Table","etaxonomy","Insert Defaults","Base Defaults","","","","","SecDepartment_tab=Education Collections","Group|Education Collections Manager|Table|etaxonomy|Insert Defaults|Base Defaults|SecDepartment_tab=Education Collections","","Sam Schiller",2020-08-06,"11:07:39",2020-08-11,"16:40:00","Sam Schiller","sschiller","No","No","",""
1761,2393,3,"Group","Education Collections Manager","Table Access","","","","","","","","ecatalogue;etaxonomy;ecollectionevents;eaccessionlots;eevents;eloans;emovements;elocations;econservation;einsurance;ebibliography;erights;eparties;enarratives;emultimedia;econdition;einternal;evaluations;ethesaurus;egazetteer;eluts;eregistry;eaudit;eschedule;eexports;eadmin;eoperations","Group|Education Collections Manager|Table Access|ecatalogue;etaxonomy;ecollectionevents;eaccessionlots;eevents;eloans;emovements;elocations;econservation;einsurance;ebibliography;erights;eparties;enarratives;emultimedia;econdition;einternal;evaluations;ethesaurus;egazetteer;eluts;eregistry;eaudit;eschedule;eexports;eadmin;eoperations","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
